strategy_name,source_hypothesis_id,race_id,race_date,stadium_code,stadium_name,race_no,combo_count,settled_combo,is_hit,stake_yen,realized_payout,notes
GPT_HA_Trifecta_WeakInsideBias,A,202401131703,2024-01-13,17,宮島,3,40,5-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401141301,2024-01-14,13,尼崎,1,40,3-1-4,1,4000,1550,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401141705,2024-01-14,17,宮島,5,40,3-6-4,1,4000,5270,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401141902,2024-01-14,19,下関,2,40,1-2-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401150902,2024-01-15,09,津,2,40,2-1-3,1,4000,4840,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401151910,2024-01-15,19,下関,10,40,1-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401152202,2024-01-15,22,福岡,2,40,2-1-5,1,4000,870,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401160307,2024-01-16,03,江戸川,7,40,3-4-2,1,4000,4020,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401160701,2024-01-16,07,蒲郡,1,40,6-3-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401161806,2024-01-16,18,徳山,6,40,1-4-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401162309,2024-01-16,23,唐津,9,40,4-1-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401171103,2024-01-17,11,びわこ,3,40,1-4-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401180307,2024-01-18,03,江戸川,7,40,1-5-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401180310,2024-01-18,03,江戸川,10,40,1-5-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401180609,2024-01-18,06,浜名湖,9,40,2-6-3,1,4000,7150,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401181005,2024-01-18,10,三国,5,40,5-2-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401181604,2024-01-18,16,児島,4,40,1-2-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401200311,2024-01-20,03,江戸川,11,40,1-5-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401201006,2024-01-20,10,三国,6,40,3-1-4,1,4000,15380,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401201911,2024-01-20,19,下関,11,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401210506,2024-01-21,05,多摩川,6,40,2-4-5,1,4000,5090,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401210807,2024-01-21,08,常滑,7,40,5-1-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401211905,2024-01-21,19,下関,5,40,1-4-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401211908,2024-01-21,19,下関,8,40,1-4-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401212404,2024-01-21,24,大村,4,40,2-1-6,1,4000,1490,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401212406,2024-01-21,24,大村,6,40,3-1-4,1,4000,880,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401212409,2024-01-21,24,大村,9,40,2-3-4,1,4000,17410,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401221305,2024-01-22,13,尼崎,5,40,1-3-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401221902,2024-01-22,19,下関,2,40,3-1-2,1,4000,5750,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401231308,2024-01-23,13,尼崎,8,40,4-1-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401231707,2024-01-23,17,宮島,7,40,1-2-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401242406,2024-01-24,24,大村,6,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401251707,2024-01-25,17,宮島,7,40,2-6-4,1,4000,18290,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401252309,2024-01-25,23,唐津,9,40,1-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401260208,2024-01-26,02,戸田,8,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401260704,2024-01-26,07,蒲郡,4,40,5-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401261611,2024-01-26,16,児島,11,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401261704,2024-01-26,17,宮島,4,40,4-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401271202,2024-01-27,12,住之江,2,40,5-4-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401272405,2024-01-27,24,大村,5,40,4-6-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401280702,2024-01-28,07,蒲郡,2,40,2-3-4,1,4000,690,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401281204,2024-01-28,12,住之江,4,40,1-6-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401281808,2024-01-28,18,徳山,8,40,1-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401291502,2024-01-29,15,丸亀,2,40,1-3-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401300610,2024-01-30,06,浜名湖,10,40,3-1-2,1,4000,4710,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202401302012,2024-01-30,20,若松,12,40,2-1-5,1,4000,10660,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402010501,2024-02-01,05,多摩川,1,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402011809,2024-02-01,18,徳山,9,40,4-2-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402011901,2024-02-01,19,下関,1,40,3-1-5,1,4000,5200,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402020501,2024-02-02,05,多摩川,1,40,1-5-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402021302,2024-02-02,13,尼崎,2,40,6-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402021304,2024-02-02,13,尼崎,4,40,6-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402021802,2024-02-02,18,徳山,2,40,2-1-3,1,4000,12990,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402030203,2024-02-03,02,戸田,3,40,3-1-4,1,4000,6490,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402030204,2024-02-03,02,戸田,4,40,1-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402031810,2024-02-03,18,徳山,10,40,1-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402032307,2024-02-03,23,唐津,7,40,5-1-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402040206,2024-02-04,02,戸田,6,40,4-3-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402040801,2024-02-04,08,常滑,1,40,2-1-5,1,4000,17170,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402041512,2024-02-04,15,丸亀,12,40,4-1-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402041805,2024-02-04,18,徳山,5,40,1-3-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402041909,2024-02-04,19,下関,9,40,2-1-6,1,4000,4710,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402052401,2024-02-05,24,大村,1,40,3-1-5,1,4000,17530,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402052402,2024-02-05,24,大村,2,40,1-3-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402060907,2024-02-06,09,津,7,40,3-1-5,1,4000,3400,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402061203,2024-02-06,12,住之江,3,40,2-1-6,1,4000,3620,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402070609,2024-02-07,06,浜名湖,9,40,1-3-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402072112,2024-02-07,21,芦屋,12,40,5-1-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402082007,2024-02-08,20,若松,7,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402082110,2024-02-08,21,芦屋,10,40,1-5-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402090609,2024-02-09,06,浜名湖,9,40,1-5-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402090702,2024-02-09,07,蒲郡,2,40,4-3-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402092011,2024-02-09,20,若松,11,40,4-6-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402092306,2024-02-09,23,唐津,6,40,6-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402092309,2024-02-09,23,唐津,9,40,1-4-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402101009,2024-02-10,10,三国,9,40,4-6-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402101307,2024-02-10,13,尼崎,7,40,1-5-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402110310,2024-02-11,03,江戸川,10,40,1-3-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402111503,2024-02-11,15,丸亀,3,40,1-5-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402120102,2024-02-12,01,桐生,2,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402120904,2024-02-12,09,津,4,40,3-1-2,1,4000,12080,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402121312,2024-02-12,13,尼崎,12,40,1-4-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402122002,2024-02-12,20,若松,2,40,4-2-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402131307,2024-02-13,13,尼崎,7,40,1-2-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402131505,2024-02-13,15,丸亀,5,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402131610,2024-02-13,16,児島,10,40,3-5-1,1,4000,28160,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402131903,2024-02-13,19,下関,3,40,1-3-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402141508,2024-02-14,15,丸亀,8,40,1-6-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402141902,2024-02-14,19,下関,2,40,1-2-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402151708,2024-02-15,17,宮島,8,40,1-3-5,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402152404,2024-02-15,24,大村,4,40,5-1-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402160104,2024-02-16,01,桐生,4,40,1-5-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402160303,2024-02-16,03,江戸川,3,40,4-6-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402160612,2024-02-16,06,浜名湖,12,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402170507,2024-02-17,05,多摩川,7,40,5-2-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402170604,2024-02-17,06,浜名湖,4,40,2-3-5,1,4000,1530,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402171211,2024-02-17,12,住之江,11,40,3-1-2,1,4000,2200,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402172107,2024-02-17,21,芦屋,7,40,1-2-4,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402180302,2024-02-18,03,江戸川,2,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402180509,2024-02-18,05,多摩川,9,40,3-2-5,1,4000,2480,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402180703,2024-02-18,07,蒲郡,3,40,1-3-6,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402180708,2024-02-18,07,蒲郡,8,40,2-1-3,1,4000,900,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402180806,2024-02-18,08,常滑,6,40,4-5-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402181208,2024-02-18,12,住之江,8,40,6-4-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402190202,2024-02-19,02,戸田,2,40,5-2-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402190401,2024-02-19,04,平和島,1,40,1-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402190607,2024-02-19,06,浜名湖,7,40,4-6-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402190806,2024-02-19,08,常滑,6,40,2-1-5,1,4000,1630,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402191010,2024-02-19,10,三国,10,40,4-5-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402191707,2024-02-19,17,宮島,7,40,3-2-1,1,4000,4650,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402192302,2024-02-19,23,唐津,2,40,5-2-1,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402200201,2024-02-20,02,戸田,1,40,5-1-2,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
GPT_HA_Trifecta_WeakInsideBias,A,202402202202,2024-02-20,22,福岡,2,40,1-2-3,0,4000,0,H-A: weak-but-not-obviously-weak lane1 -> 2/3 head trifecta spray
