strategy_name,source_hypothesis_id,race_id,race_date,stadium_code,stadium_name,race_no,bet_type,combo,is_hit,realized_payout,notes
Gemini_H001_Exacta_L2_Pressure,H-001,202401030203,2024-01-03,02,戸田,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030203,2024-01-03,02,戸田,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030203,2024-01-03,02,戸田,3,2連単,2-4,1,490,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030204,2024-01-03,02,戸田,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030204,2024-01-03,02,戸田,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030204,2024-01-03,02,戸田,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030304,2024-01-03,03,江戸川,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030304,2024-01-03,03,江戸川,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030304,2024-01-03,03,江戸川,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030705,2024-01-03,07,蒲郡,5,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030705,2024-01-03,07,蒲郡,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401030705,2024-01-03,07,蒲郡,5,2連単,2-4,1,310,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401032111,2024-01-03,21,芦屋,11,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401032111,2024-01-03,21,芦屋,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401032111,2024-01-03,21,芦屋,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401040708,2024-01-04,07,蒲郡,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401040708,2024-01-04,07,蒲郡,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401040708,2024-01-04,07,蒲郡,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401041410,2024-01-04,14,鳴門,10,2連単,2-1,1,1290,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401041410,2024-01-04,14,鳴門,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401041410,2024-01-04,14,鳴門,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401050503,2024-01-05,05,多摩川,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401050503,2024-01-05,05,多摩川,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401050503,2024-01-05,05,多摩川,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052203,2024-01-05,22,福岡,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052203,2024-01-05,22,福岡,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052203,2024-01-05,22,福岡,3,2連単,2-4,1,1260,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052211,2024-01-05,22,福岡,11,2連単,2-1,1,440,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052211,2024-01-05,22,福岡,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401052211,2024-01-05,22,福岡,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060203,2024-01-06,02,戸田,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060203,2024-01-06,02,戸田,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060203,2024-01-06,02,戸田,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060312,2024-01-06,03,江戸川,12,2連単,2-1,1,550,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060312,2024-01-06,03,江戸川,12,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401060312,2024-01-06,03,江戸川,12,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061201,2024-01-06,12,住之江,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061201,2024-01-06,12,住之江,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061201,2024-01-06,12,住之江,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061806,2024-01-06,18,徳山,6,2連単,2-1,1,220,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061806,2024-01-06,18,徳山,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401061806,2024-01-06,18,徳山,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401070303,2024-01-07,03,江戸川,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401070303,2024-01-07,03,江戸川,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401070303,2024-01-07,03,江戸川,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401071305,2024-01-07,13,尼崎,5,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401071305,2024-01-07,13,尼崎,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401071305,2024-01-07,13,尼崎,5,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080602,2024-01-08,06,浜名湖,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080602,2024-01-08,06,浜名湖,2,2連単,2-3,1,700,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080602,2024-01-08,06,浜名湖,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080607,2024-01-08,06,浜名湖,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080607,2024-01-08,06,浜名湖,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080607,2024-01-08,06,浜名湖,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080911,2024-01-08,09,津,11,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080911,2024-01-08,09,津,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401080911,2024-01-08,09,津,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081301,2024-01-08,13,尼崎,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081301,2024-01-08,13,尼崎,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081301,2024-01-08,13,尼崎,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081309,2024-01-08,13,尼崎,9,2連単,2-1,1,1450,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081309,2024-01-08,13,尼崎,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081309,2024-01-08,13,尼崎,9,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081407,2024-01-08,14,鳴門,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081407,2024-01-08,14,鳴門,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081407,2024-01-08,14,鳴門,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081607,2024-01-08,16,児島,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081607,2024-01-08,16,児島,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401081607,2024-01-08,16,児島,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091303,2024-01-09,13,尼崎,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091303,2024-01-09,13,尼崎,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091303,2024-01-09,13,尼崎,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091410,2024-01-09,14,鳴門,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091410,2024-01-09,14,鳴門,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401091410,2024-01-09,14,鳴門,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100606,2024-01-10,06,浜名湖,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100606,2024-01-10,06,浜名湖,6,2連単,2-3,1,10420,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100606,2024-01-10,06,浜名湖,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100908,2024-01-10,09,津,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100908,2024-01-10,09,津,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401100908,2024-01-10,09,津,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401110803,2024-01-11,08,常滑,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401110803,2024-01-11,08,常滑,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401110803,2024-01-11,08,常滑,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401111607,2024-01-11,16,児島,7,2連単,2-1,1,1000,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401111607,2024-01-11,16,児島,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401111607,2024-01-11,16,児島,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401112001,2024-01-11,20,若松,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401112001,2024-01-11,20,若松,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401112001,2024-01-11,20,若松,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401121906,2024-01-12,19,下関,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401121906,2024-01-12,19,下関,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401121906,2024-01-12,19,下関,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401122108,2024-01-12,21,芦屋,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401122108,2024-01-12,21,芦屋,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401122108,2024-01-12,21,芦屋,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140203,2024-01-14,02,戸田,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140203,2024-01-14,02,戸田,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140203,2024-01-14,02,戸田,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140506,2024-01-14,05,多摩川,6,2連単,2-1,1,790,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140506,2024-01-14,05,多摩川,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401140506,2024-01-14,05,多摩川,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401142301,2024-01-14,23,唐津,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401142301,2024-01-14,23,唐津,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401142301,2024-01-14,23,唐津,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401150401,2024-01-15,04,平和島,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401150401,2024-01-15,04,平和島,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401150401,2024-01-15,04,平和島,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401151308,2024-01-15,13,尼崎,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401151308,2024-01-15,13,尼崎,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401151308,2024-01-15,13,尼崎,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161206,2024-01-16,12,住之江,6,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161206,2024-01-16,12,住之江,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161206,2024-01-16,12,住之江,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161208,2024-01-16,12,住之江,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161208,2024-01-16,12,住之江,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161208,2024-01-16,12,住之江,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161305,2024-01-16,13,尼崎,5,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161305,2024-01-16,13,尼崎,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401161305,2024-01-16,13,尼崎,5,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401162208,2024-01-16,22,福岡,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401162208,2024-01-16,22,福岡,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401162208,2024-01-16,22,福岡,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170305,2024-01-17,03,江戸川,5,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170305,2024-01-17,03,江戸川,5,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170305,2024-01-17,03,江戸川,5,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170610,2024-01-17,06,浜名湖,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170610,2024-01-17,06,浜名湖,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170610,2024-01-17,06,浜名湖,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170704,2024-01-17,07,蒲郡,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170704,2024-01-17,07,蒲郡,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401170704,2024-01-17,07,蒲郡,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171103,2024-01-17,11,びわこ,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171103,2024-01-17,11,びわこ,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171103,2024-01-17,11,びわこ,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171601,2024-01-17,16,児島,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171601,2024-01-17,16,児島,1,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401171601,2024-01-17,16,児島,1,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180102,2024-01-18,01,桐生,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180102,2024-01-18,01,桐生,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180102,2024-01-18,01,桐生,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180303,2024-01-18,03,江戸川,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180303,2024-01-18,03,江戸川,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180303,2024-01-18,03,江戸川,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180310,2024-01-18,03,江戸川,10,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180310,2024-01-18,03,江戸川,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180310,2024-01-18,03,江戸川,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180607,2024-01-18,06,浜名湖,7,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180607,2024-01-18,06,浜名湖,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180607,2024-01-18,06,浜名湖,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180903,2024-01-18,09,津,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180903,2024-01-18,09,津,3,2連単,2-3,1,550,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401180903,2024-01-18,09,津,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181008,2024-01-18,10,三国,8,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181008,2024-01-18,10,三国,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181008,2024-01-18,10,三国,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181507,2024-01-18,15,丸亀,7,2連単,2-1,1,350,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181507,2024-01-18,15,丸亀,7,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181507,2024-01-18,15,丸亀,7,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181610,2024-01-18,16,児島,10,2連単,2-1,1,1300,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181610,2024-01-18,16,児島,10,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401181610,2024-01-18,16,児島,10,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190311,2024-01-19,03,江戸川,11,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190311,2024-01-19,03,江戸川,11,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190311,2024-01-19,03,江戸川,11,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190402,2024-01-19,04,平和島,2,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190402,2024-01-19,04,平和島,2,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190402,2024-01-19,04,平和島,2,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190403,2024-01-19,04,平和島,3,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190403,2024-01-19,04,平和島,3,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190403,2024-01-19,04,平和島,3,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190404,2024-01-19,04,平和島,4,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190404,2024-01-19,04,平和島,4,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190404,2024-01-19,04,平和島,4,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190908,2024-01-19,09,津,8,2連単,2-1,1,2160,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190908,2024-01-19,09,津,8,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401190908,2024-01-19,09,津,8,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191009,2024-01-19,10,三国,9,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191009,2024-01-19,10,三国,9,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191009,2024-01-19,10,三国,9,2連単,2-4,1,3560,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191606,2024-01-19,16,児島,6,2連単,2-1,1,290,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191606,2024-01-19,16,児島,6,2連単,2-3,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401191606,2024-01-19,16,児島,6,2連単,2-4,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401200301,2024-01-20,03,江戸川,1,2連単,2-1,0,0,Normalized H-001 exacta
Gemini_H001_Exacta_L2_Pressure,H-001,202401200301,2024-01-20,03,江戸川,1,2連単,2-3,1,2970,Normalized H-001 exacta
